Zip,Lon,Lat,State,Pop
16882,-77.383466,40.889685,PA,350
16901,-77.300409,41.743361,PA,10410
16912,-77.071373,41.67519,PA,2300
16914,-76.791793,41.850129,PA,2060
16915,-77.994705,41.781253,PA,5840
16917,-77.104405,41.737216,PA,1510
16920,-77.311373,41.987597,PA,1920
16921,-77.563288,41.749089,PA,420
16922,-77.658973,41.719841,PA,2080
16923,-77.858088,41.949994,PA,1440
16925,-76.770173,41.955753,PA,3250
16926,-76.723206,41.695617,PA,1010
16927,-77.65765,41.954532,PA,680
16928,-77.436509,41.959878,PA,1310
16929,-77.136525,41.982286,PA,2600
16930,-77.123415,41.56545,PA,1310
16932,-76.942267,41.779779,PA,760
16933,-77.062394,41.812081,PA,7070
16935,-77.320785,41.892636,PA,1400
16936,-76.971585,41.955157,PA,2020
16937,-77.714409,41.960616,PA,100
16938,-77.281588,41.565492,PA,750
16939,-77.04249,41.664449,PA,90
16941,-77.767765,41.97571,PA,70
16942,-77.351095,41.98569,PA,840
16943,-77.564048,41.854257,PA,520
16946,-77.133632,41.919567,PA,2490
16947,-76.766635,41.780004,PA,4930
16948,-77.762269,41.891656,PA,1550
16950,-77.541197,41.918649,PA,3450
17002,-77.836577,40.521505,PA,760
17003,-76.539616,40.33787,PA,12850
17004,-77.733754,40.601999,PA,5090
17005,-76.810627,40.602783,PA,310
17006,-77.509812,40.33013,PA,1150
17007,-77.126278,40.150097,PA,6010
17009,-77.56266,40.636944,PA,1920
17011,-76.928676,40.237824,PA,35620
17013,-77.190565,40.215047,PA,36190
17014,-77.105514,40.656942,PA,190
17015,-77.226956,40.182004,PA,24040
17017,-76.880005,40.643855,PA,1910
17018,-76.939673,40.381373,PA,4400
17019,-77.025969,40.101457,PA,18400
17020,-77.048034,40.401057,PA,9310
17021,-77.673049,40.349112,PA,1050
17022,-76.606728,40.156904,PA,31380
17023,-76.813042,40.561123,PA,3710
17024,-77.303855,40.403596,PA,2150
17025,-76.950425,40.292928,PA,18770
17026,-76.43105,40.453345,PA,3480
17028,-76.660568,40.383417,PA,3230
17029,-77.618312,40.551135,PA,420
17030,-76.71817,40.612867,PA,880
17032,-76.887287,40.477115,PA,8300
17033,-76.647673,40.273925,PA,17560
17034,-76.785976,40.208864,PA,2260
17035,-77.580941,40.422064,PA,890
17036,-76.704257,40.27012,PA,23190
17037,-77.374982,40.451311,PA,1020
17038,-76.495942,40.424851,PA,8170
17040,-77.295912,40.329682,PA,2740
17042,-76.424172,40.316482,PA,39710
17043,-76.898568,40.245765,PA,6510
17044,-77.576362,40.597767,PA,21270
17045,-77.005547,40.589229,PA,3590
17046,-76.42358,40.358748,PA,31840
17047,-77.405724,40.368719,PA,2580
17048,-76.726215,40.606447,PA,5010
17049,-77.25308,40.647797,PA,3020
17050,-77.000011,40.250689,PA,38760
17051,-77.768466,40.47456,PA,5000
17052,-77.962391,40.385286,PA,1590
17053,-76.97503,40.335265,PA,5110
17055,-76.991706,40.18915,PA,39510
17057,-76.735693,40.204134,PA,21670
17058,-77.410161,40.566648,PA,1990
17059,-77.366581,40.576886,PA,7340
17060,-77.918426,40.44641,PA,1330
17061,-76.936308,40.548776,PA,7240
17062,-77.167277,40.536647,PA,4170
17063,-77.549948,40.72643,PA,3300
17065,-77.192086,40.117995,PA,4430
17066,-77.876277,40.378337,PA,5240
17067,-76.318183,40.385401,PA,15430
17068,-77.18149,40.41218,PA,4120
17070,-76.869929,40.213751,PA,16180
17071,-77.585403,40.303098,PA,40
17073,-76.244311,40.317928,PA,6470
17074,-77.12361,40.475031,PA,7530
17076,-77.308729,40.614653,PA,110
17078,-76.588653,40.297262,PA,22380
17080,-76.802715,40.640518,PA,300
17082,-77.433678,40.50876,PA,3450
17084,-77.60572,40.679524,PA,4410
17086,-77.131003,40.68784,PA,2800
17087,-76.261829,40.380202,PA,2980
17090,-77.176964,40.331113,PA,5560
17094,-77.202989,40.589121,PA,2460
17098,-76.621905,40.580942,PA,2490
17099,-77.579157,40.64127,PA,1110
17101,-76.88188,40.261146,PA,2170
17102,-76.890739,40.272255,PA,8120
17103,-76.862396,40.27365,PA,11540
17104,-76.858553,40.259505,PA,22550
17109,-76.822777,40.29077,PA,23090
17110,-76.881336,40.307979,PA,25770
17111,-76.790956,40.270755,PA,31860
17112,-76.785704,40.336219,PA,36080
17113,-76.827756,40.234545,PA,11640
17201,-77.656049,39.94072,PA,26230
17202,-77.686394,39.922778,PA,32000
17211,-78.414111,39.750514,PA,440
17212,-78.066907,39.821692,PA,710
17213,-77.772461,40.254494,PA,620
17214,-77.467579,39.727498,PA,1070
17215,-77.902856,40.073684,PA,550
17219,-77.71112,40.23538,PA,500
17220,-77.738799,40.182876,PA,680
17221,-77.821756,40.069071,PA,550
17222,-77.493215,39.904791,PA,11970
17223,-77.957028,40.064204,PA,320
17224,-77.89897,39.953596,PA,1910
17225,-77.746983,39.778561,PA,20360
17228,-78.086028,39.991808,PA,1210
17229,-78.013371,40.069169,PA,1150
17232,-77.638123,40.108216,PA,40
17233,-77.998566,39.938058,PA,4850
17236,-77.913409,39.811941,PA,9270
17237,-77.555177,39.841044,PA,1540
17238,-78.134846,39.851192,PA,1910
17239,-77.855531,40.139279,PA,290
17240,-77.567104,40.144804,PA,3760
17241,-77.398318,40.173806,PA,12760
17243,-77.89593,40.242,PA,1730
17244,-77.651902,40.077463,PA,2880
17246,-77.678473,40.050617,PA,70
17252,-77.794931,39.916658,PA,3730
17255,-77.868759,40.173308,PA,880
17257,-77.513096,40.053227,PA,29140
17260,-77.876047,40.314603,PA,1140
17262,-77.718542,40.16445,PA,2010
17264,-77.990468,40.185275,PA,2840
17265,-77.775371,40.046338,PA,220
17266,-77.411053,40.086378,PA,530
17267,-78.231429,39.793786,PA,2830
17268,-77.570037,39.761374,PA,31520
17271,-77.794836,40.117469,PA,510
17301,-76.982643,39.888017,PA,4170
17302,-76.401902,39.804379,PA,3310
17304,-77.233292,39.976609,PA,3490
17307,-77.287452,39.930905,PA,6250
17309,-76.458173,39.871714,PA,2210
17313,-76.646789,39.900443,PA,10940
17314,-76.343315,39.750998,PA,6090
17315,-76.8491,40.003385,PA,26440
17316,-77.007466,39.963666,PA,8530
17319,-76.795513,40.15575,PA,10840
17320,-77.380473,39.759083,PA,7910
17321,-76.445763,39.747677,PA,2280
17322,-76.554862,39.850226,PA,6290
17324,-77.194434,40.039313,PA,4380
17325,-77.21872,39.831773,PA,28200
17327,-76.746502,39.783088,PA,8130
17329,-76.859651,39.76107,PA,2800
17331,-76.978821,39.793253,PA,52460
17339,-76.873103,40.147605,PA,6790
17340,-77.098939,39.748853,PA,11040
17344,-77.020184,39.80504,PA,3800
17345,-76.724061,40.067181,PA,8010
17347,-76.692055,40.054411,PA,5940
17349,-76.687337,39.74232,PA,8000
17350,-77.059719,39.874697,PA,13610
17352,-76.49519,39.761855,PA,1520
17353,-77.385977,39.884022,PA,3890
17356,-76.601873,39.906949,PA,22420
17360,-76.742817,39.855222,PA,5490
17361,-76.676668,39.764711,PA,6000
17362,-76.867711,39.858394,PA,14820
17363,-76.592127,39.765282,PA,9390
17364,-76.900916,39.926643,PA,3260
17365,-76.937917,40.055866,PA,2460
17366,-76.567099,39.924228,PA,5960
17368,-76.524898,39.99457,PA,8360
17370,-76.767732,40.118814,PA,6490
17372,-77.108736,40.007188,PA,4200
17401,-76.735028,39.957809,PA,19490
17402,-76.660735,39.960454,PA,38070
17403,-76.711043,39.946212,PA,39970
17404,-76.761319,39.98508,PA,35830
17406,-76.665596,40.00608,PA,22790
17407,-76.715552,39.881675,PA,2360
17408,-76.803185,39.950668,PA,24460
17501,-76.205054,40.157206,PA,4680
17502,-76.667059,40.102375,PA,2740
17505,-76.189955,40.058191,PA,2290
17509,-76.02151,39.929194,PA,5010
17512,-76.485806,40.039382,PA,18390
17516,-76.357919,39.940726,PA,4530
17517,-76.108968,40.229643,PA,16080
17518,-76.243953,39.817564,PA,1520
17519,-76.027387,40.135528,PA,7030
17520,-76.350408,40.101526,PA,4840
17522,-76.182028,40.176375,PA,33100
17527,-75.997132,40.006266,PA,6630
17529,-76.10325,40.03592,PA,4390
17532,-76.290182,39.864413,PA,3590
17535,-76.042389,40.007495,PA,3060
17536,-76.072936,39.838509,PA,3110
17538,-76.415095,40.089483,PA,5970
17540,-76.190164,40.095296,PA,11440
17543,-76.296656,40.155507,PA,45240
17545,-76.409527,40.169785,PA,22000
17547,-76.567382,40.068392,PA,8110
17551,-76.359966,39.99631,PA,11370
17552,-76.510584,40.108277,PA,19290
17554,-76.427319,40.041256,PA,7630
17555,-75.972063,40.121973,PA,7880
17557,-76.079542,40.101499,PA,14530
17560,-76.217671,39.910929,PA,4810
17562,-76.09181,39.974492,PA,4660
17563,-76.180595,39.767546,PA,3750
17565,-76.319327,39.905153,PA,2740
17566,-76.153774,39.884613,PA,12850
17569,-76.096309,40.265938,PA,7060
17572,-76.152305,39.998773,PA,3950
17576,-76.193881,40.03676,PA,300
17578,-76.155617,40.219891,PA,7020
17579,-76.182562,39.969747,PA,6420
17581,-76.049856,40.158254,PA,910
17582,-76.435075,39.991882,PA,2320
17584,-76.271243,39.965906,PA,8690
17601,-76.322735,40.074018,PA,51950
17602,-76.276835,40.032427,PA,55330
17603,-76.331359,40.030626,PA,65010
17701,-77.015475,41.253491,PA,45090
17702,-77.032096,41.217358,PA,10710
17721,-77.316572,41.186053,PA,1620
17723,-77.476349,41.426868,PA,120
17724,-76.849843,41.655168,PA,4840
17727,-77.45799,41.510009,PA,60
17728,-77.06313,41.318858,PA,4890
17729,-77.804432,41.474805,PA,130
17737,-76.711539,41.254018,PA,6910
17740,-77.257044,41.20364,PA,13230
17742,-76.597082,41.22957,PA,80
17744,-77.160494,41.235827,PA,3180
17745,-77.428245,41.147482,PA,18680
17747,-77.316858,41.029989,PA,3060
17751,-77.480794,41.094389,PA,8560
17752,-76.891559,41.17472,PA,4570
17754,-76.905298,41.271758,PA,12090
17756,-76.771811,41.209468,PA,12640
17758,-76.540257,41.379328,PA,1560
17760,-77.70287,41.345224,PA,560
17763,-76.894053,41.506277,PA,180
17764,-77.742801,41.335033,PA,2330
17765,-76.96014,41.572283,PA,1310
17768,-76.73979,41.550298,PA,350
17771,-77.054693,41.42307,PA,3030
17772,-76.737418,41.11183,PA,2720
17774,-76.545098,41.250388,PA,1350
17776,-77.332134,41.388774,PA,270
17777,-76.849641,41.098396,PA,7100
17778,-77.881862,41.29052,PA,80
17801,-76.774727,40.854251,PA,15980
17810,-76.945528,41.124773,PA,5720
17812,-77.232528,40.75051,PA,1530
17813,-77.175093,40.774464,PA,2200
17814,-76.360321,41.224652,PA,4670
17815,-76.441708,41.014617,PA,31380
17820,-76.434692,40.920423,PA,5570
17821,-76.622344,40.978324,PA,20120
17823,-76.763392,40.734075,PA,1520
17824,-76.541371,40.856566,PA,4080
17827,-76.940931,40.76311,PA,600
17830,-76.799496,40.691408,PA,2140
17832,-76.464728,40.804793,PA,620
17834,-76.472025,40.792563,PA,3640
17835,-77.203604,40.955176,PA,10
17836,-76.62728,40.710419,PA,250
17837,-76.908519,40.968348,PA,19730
17841,-77.368524,40.703456,PA,4570
17842,-77.033324,40.8066,PA,9420
17844,-77.04901,40.926149,PA,10040
17845,-77.188191,40.886,PA,2800
17846,-76.519869,41.132998,PA,3700
17847,-76.837068,41.010228,PA,12080
17850,-76.85684,40.965396,PA,610
17851,-76.418557,40.795524,PA,7760
17853,-77.000577,40.701869,PA,3510
17855,-76.984758,40.881335,PA,990
17856,-76.90257,41.05138,PA,4100
17857,-76.790108,40.904855,PA,7540
17859,-76.404234,41.096809,PA,3120
17860,-76.629898,40.839204,PA,2180
17864,-76.904018,40.697347,PA,2850
17866,-76.561164,40.791716,PA,10300
17867,-76.718428,40.716623,PA,170
17870,-76.871875,40.813317,PA,15490
17872,-76.552106,40.784934,PA,9890
17876,-76.823279,40.852249,PA,1480
17878,-76.331502,41.166456,PA,1570
17881,-76.660945,40.775344,PA,1550
17886,-76.871553,41.017983,PA,940
17888,-76.371675,40.8154,PA,470
17889,-76.894922,40.887469,PA,3230
17901,-76.215877,40.683355,PA,24240
17921,-76.348976,40.763585,PA,8780
17922,-76.149358,40.59253,PA,4920
17923,-76.32578,40.670988,PA,450
17925,-76.069161,40.750694,PA,470
17929,-76.193455,40.630092,PA,1650
17931,-76.232563,40.783464,PA,5120
17934,-76.212568,40.798852,PA,400
17935,-76.286149,40.792607,PA,1720
17938,-76.484299,40.660114,PA,2740
17941,-76.640949,40.669556,PA,850
17948,-76.149406,40.807445,PA,6710
17954,-76.261202,40.690753,PA,4590
17957,-76.518938,40.593552,PA,330
17959,-76.115358,40.722564,PA,1880
17960,-75.942089,40.704493,PA,3920
17961,-76.081007,40.647357,PA,6680
17963,-76.372707,40.557301,PA,9550
17964,-76.524814,40.70359,PA,690
17965,-76.165557,40.698293,PA,1980
17967,-76.224931,40.856029,PA,2440
17968,-76.610139,40.632428,PA,290
17970,-76.190944,40.719405,PA,3310
17972,-76.187516,40.617354,PA,11150
17976,-76.207853,40.819206,PA,7810
17978,-76.627404,40.621254,PA,290
17980,-76.547541,40.583218,PA,3590
17981,-76.390375,40.631979,PA,2500
17983,-76.546033,40.644137,PA,1640
17985,-76.193872,40.927176,PA,2010
18011,-75.619205,40.501727,PA,5710
18013,-75.192961,40.859406,PA,18240
18014,-75.400576,40.751806,PA,11250
18015,-75.376122,40.600692,PA,34200
18017,-75.371548,40.651722,PA,37870
18018,-75.391056,40.627159,PA,33510
18020,-75.324481,40.661164,PA,21650
18031,-75.634791,40.546399,PA,9030
18032,-75.469498,40.655994,PA,9490
18034,-75.405333,40.541913,PA,8820
18035,-75.540709,40.746971,PA,240
18036,-75.400993,40.510596,PA,13900
18037,-75.54943,40.682033,PA,7640
18038,-75.490973,40.791505,PA,3040
18040,-75.224845,40.727447,PA,15790
18041,-75.509893,40.410385,PA,5810
18042,-75.22161,40.681629,PA,42770
18045,-75.266459,40.685307,PA,28920
18049,-75.501036,40.529398,PA,17790
18051,-75.656744,40.593627,PA,3450
18052,-75.494487,40.646401,PA,27780
18053,-75.694428,40.704402,PA,2540
18054,-75.446485,40.35198,PA,5090
18055,-75.32276,40.581614,PA,11970
18056,-75.553731,40.451227,PA,670
18058,-75.478403,40.883447,PA,10330
18059,-75.535724,40.723776,PA,1260
18062,-75.570461,40.524772,PA,25850
18064,-75.319876,40.750382,PA,24660
18066,-75.740284,40.659727,PA,5970
18067,-75.484153,40.699775,PA,19090
18069,-75.602258,40.622468,PA,8100
18070,-75.536379,40.432925,PA,840
18071,-75.603099,40.816718,PA,11840
18072,-75.257027,40.858215,PA,6900
18073,-75.486119,40.39019,PA,9920
18074,-75.504035,40.310633,PA,5740
18076,-75.483848,40.376515,PA,2660
18077,-75.227037,40.574588,PA,2470
18078,-75.610136,40.678701,PA,7430
18080,-75.620398,40.737275,PA,12130
18085,-75.254212,40.741123,PA,580
18087,-75.599121,40.548452,PA,410
18088,-75.563278,40.761081,PA,8680
18091,-75.30433,40.833419,PA,5590
18092,-75.521683,40.473771,PA,3190
18101,-75.470387,40.602854,PA,3720
18102,-75.477768,40.606971,PA,52950
18103,-75.474494,40.577768,PA,47070
18104,-75.532335,40.599257,PA,44790
18106,-75.5722,40.564656,PA,7060
18109,-75.437928,40.621493,PA,18330
18201,-75.972652,40.957407,PA,26620
18202,-75.991767,40.973474,PA,14040
18210,-75.539287,40.995891,PA,8550
18211,-75.830457,40.748143,PA,1160
18214,-76.081635,40.79998,PA,3200
18216,-75.936159,40.924646,PA,1240
18218,-75.908708,40.821991,PA,2300
18219,-76.059214,40.990658,PA,280
18220,-76.067615,40.843252,PA,380
18222,-75.975802,41.032564,PA,9090
18224,-75.894198,41.018957,PA,6620
18229,-75.70893,40.902474,PA,8370
18232,-75.881957,40.831613,PA,4070
18235,-75.701059,40.831539,PA,19700
18237,-75.996719,40.898043,PA,3680
18240,-75.838793,40.860671,PA,3780
18248,-76.125626,40.90174,PA,220
18249,-76.083063,40.990799,PA,5920
18250,-75.868342,40.8252,PA,2910
18252,-75.974916,40.795557,PA,12210
18255,-75.832563,40.939451,PA,4210
18301,-75.197526,41.021045,PA,29900
18302,-75.118601,41.086179,PA,18920
18321,-75.28927,41.015337,PA,1550
18322,-75.40278,40.924635,PA,3720
18324,-75.01317,41.13287,PA,8910
18325,-75.238916,41.216055,PA,2550
18326,-75.265169,41.157592,PA,5570
18327,-75.15043,40.982437,PA,200
18328,-74.941606,41.235134,PA,8090
18330,-75.451988,40.971459,PA,8180
18331,-75.426308,40.910354,PA,340
18332,-75.270095,41.091554,PA,3110
18333,-75.506007,40.897919,PA,670
18334,-75.439756,41.08189,PA,4290
18336,-74.71319,41.368062,PA,4290
18337,-74.898268,41.319211,PA,14230
18340,-74.752808,41.416247,PA,20
18343,-75.10605,40.897944,PA,4430
18344,-75.357771,41.122447,PA,3570
18346,-75.407063,41.099696,PA,2170
18347,-75.564579,41.129234,PA,3260
18350,-75.448337,41.11815,PA,1360
18353,-75.37882,40.918921,PA,11650
18354,-75.321916,40.926233,PA,1260
18355,-75.342901,41.076882,PA,1490
18360,-75.267016,40.978772,PA,29340
18370,-75.338338,41.091853,PA,850
18371,-74.993054,41.165568,PA,710
18372,-75.311541,41.046603,PA,3270
18403,-75.554644,41.493501,PA,7480
18405,-75.114049,41.607258,PA,2210
18407,-75.507847,41.582165,PA,14690
18411,-75.704496,41.488013,PA,23160
18414,-75.762883,41.531005,PA,5390
18415,-75.1134,41.741838,PA,1190
18417,-75.198126,41.796591,PA,950
18419,-75.777285,41.579706,PA,5690
18421,-75.479941,41.653091,PA,5040
18424,-75.497148,41.251741,PA,5620
18425,-75.020396,41.425231,PA,1580
18426,-75.269031,41.333804,PA,4370
18428,-75.122914,41.425777,PA,11820
18430,-75.504295,41.762385,PA,10
18431,-75.253901,41.584364,PA,12980
18433,-75.564027,41.545002,PA,6990
18434,-75.568364,41.473006,PA,4320
18435,-75.045025,41.501612,PA,980
18436,-75.393758,41.431983,PA,13060
18437,-75.316148,41.861683,PA,200
18438,-75.251014,41.424736,PA,1430
18439,-75.384267,41.817415,PA,490
18441,-75.646928,41.67064,PA,310
18443,-75.096211,41.661412,PA,560
18444,-75.531197,41.343929,PA,13900
18445,-75.347709,41.290196,PA,2090
18446,-75.751745,41.648295,PA,3980
18447,-75.606009,41.47847,PA,10630
18451,-75.212307,41.388167,PA,380
18452,-75.587201,41.482497,PA,4980
18453,-75.389765,41.736517,PA,1070
18455,-75.382592,41.844717,PA,110
18456,-75.332033,41.594571,PA,690
18458,-74.920138,41.406177,PA,3030
18460,-75.390355,41.2616,PA,220
18461,-75.323795,41.926472,PA,320
18462,-75.416949,41.884314,PA,490
18463,-75.400498,41.341003,PA,430
18464,-75.180905,41.408699,PA,1220
18465,-75.531062,41.830831,PA,1340
18466,-75.375884,41.180705,PA,16250
18469,-75.148176,41.696126,PA,380
18470,-75.561708,41.700862,PA,2320
18471,-75.711765,41.527591,PA,380
18472,-75.412613,41.57041,PA,7120
18503,-75.662551,41.410589,PA,1150
18504,-75.686644,41.414359,PA,22270
18505,-75.663779,41.391627,PA,20830
18507,-75.679869,41.355074,PA,5270
18508,-75.661823,41.43965,PA,11890
18509,-75.645479,41.428103,PA,14240
18510,-75.648565,41.408209,PA,14020
18512,-75.62283,41.427203,PA,12060
18517,-75.715673,41.389586,PA,5170
18518,-75.738851,41.370717,PA,8510
18519,-75.624298,41.462015,PA,5050
18603,-76.248021,41.064622,PA,19130
18610,-75.486021,41.023913,PA,4850
18612,-75.973548,41.344133,PA,15660
18614,-76.392271,41.512556,PA,2310
18615,-75.851716,41.480322,PA,2060
18616,-76.611915,41.519433,PA,810
18617,-76.077275,41.17941,PA,3030
18618,-76.047596,41.365091,PA,3880
18619,-76.706213,41.442633,PA,280
18621,-76.100697,41.251847,PA,5210
18622,-76.243818,41.203685,PA,200
18623,-76.141812,41.657791,PA,2590
18624,-75.627617,41.050032,PA,830
18628,-76.304875,41.397185,PA,510
18629,-76.153228,41.529046,PA,1850
18630,-76.016649,41.650061,PA,3740
18634,-76.004631,41.197435,PA,13540
18635,-76.219614,41.037361,PA,4810
18636,-76.044062,41.414986,PA,1530
18640,-75.783442,41.317742,PA,16990
18641,-75.742085,41.333759,PA,6630
18642,-75.762962,41.347917,PA,4310
18643,-75.817703,41.339134,PA,12910
18644,-75.852348,41.320633,PA,7500
18651,-75.950047,41.244053,PA,9000
18655,-76.185504,41.187349,PA,6230
18656,-76.14728,41.307235,PA,2310
18657,-75.948085,41.5263,PA,11380
18660,-76.065985,41.091302,PA,3810
18661,-75.776458,41.07756,PA,5600
18701,-75.883768,41.245036,PA,3900
18702,-75.869458,41.241504,PA,40210
18704,-75.891922,41.273637,PA,31070
18705,-75.845941,41.26858,PA,14240
18706,-75.920693,41.217642,PA,16550
18707,-75.926343,41.139664,PA,14950
18708,-75.957901,41.301784,PA,11070
18709,-75.893553,41.28455,PA,2820
18801,-75.889023,41.832776,PA,8640
18810,-76.487904,41.947599,PA,6460
18812,-75.930827,41.965893,PA,1570
18817,-76.626506,41.868576,PA,240
18818,-76.023354,41.918693,PA,1360
18821,-75.730449,41.977607,PA,1040
18822,-75.783419,41.950452,PA,3480
18823,-75.679773,41.778876,PA,220
18824,-75.792029,41.692881,PA,1450
18825,-75.607852,41.868315,PA,170
18826,-75.77987,41.77262,PA,2230
18828,-76.06176,41.780898,PA,320
18829,-76.179372,41.844994,PA,640
18830,-76.110985,41.970251,PA,700
18831,-76.580356,41.883049,PA,1040
18832,-76.50365,41.699333,PA,1630
18833,-76.451834,41.593795,PA,2410
18834,-75.713892,41.864335,PA,3160
18837,-76.300699,41.864271,PA,2860
18840,-76.525056,41.98344,PA,10530
18842,-75.604379,41.75282,PA,260
18844,-75.903649,41.717256,PA,1870
18845,-76.174433,41.770063,PA,390
18846,-76.259997,41.604962,PA,1140
18847,-75.585001,41.948787,PA,5050
18848,-76.424768,41.736191,PA,10440
18850,-76.520313,41.818171,PA,2550
18851,-76.194171,41.939954,PA,620
18853,-76.277028,41.703077,PA,3820
18854,-76.369037,41.782308,PA,1620
18901,-75.142239,40.303775,PA,28230
18902,-75.102333,40.349782,PA,21880
18913,-75.040811,40.379063,PA,10
18914,-75.207499,40.28124,PA,20600
18915,-75.259671,40.266326,PA,1920
18917,-75.204406,40.371926,PA,2260
18920,-75.09252,40.493059,PA,670
18923,-75.177841,40.358475,PA,620
18925,-75.074172,40.289173,PA,5490
18927,-75.254451,40.313191,PA,530
18929,-75.092836,40.256846,PA,8650
18930,-75.211582,40.535191,PA,2400
18932,-75.257301,40.288705,PA,680
18933,-75.042517,40.403877,PA,270
18934,-75.059278,40.359123,PA,210
18936,-75.232751,40.215874,PA,1040
18938,-74.995753,40.347685,PA,15610
18940,-74.941765,40.248556,PA,29980
18942,-75.162815,40.474505,PA,3310
18944,-75.261426,40.374677,PA,25160
18947,-75.123856,40.40886,PA,6230
18951,-75.35511,40.440551,PA,35930
18954,-75.003499,40.217673,PA,9950
18955,-75.32015,40.477268,PA,1570
18960,-75.309275,40.360164,PA,13450
18964,-75.325212,40.304775,PA,14610
18966,-75.004767,40.190243,PA,38010
18969,-75.349284,40.324985,PA,15880
18972,-75.122711,40.539995,PA,3400
18974,-75.087084,40.207951,PA,42190
18976,-75.139331,40.244228,PA,21520
18977,-74.885095,40.291741,PA,4210
19001,-75.128481,40.127107,PA,17980
19002,-75.210306,40.174811,PA,34210
19003,-75.295924,40.001976,PA,13050
19004,-75.23436,40.012204,PA,10450
19006,-75.059509,40.12913,PA,21440
19007,-74.860996,40.109617,PA,21360
19008,-75.360789,39.97517,PA,20590
19010,-75.32928,40.023677,PA,21970
19012,-75.104362,40.060055,PA,6690
19013,-75.372795,39.851924,PA,35960
19014,-75.434554,39.866045,PA,21520
19015,-75.388114,39.865473,PA,16020
19018,-75.299109,39.923794,PA,23210
19020,-74.93862,40.111133,PA,56090
19021,-74.89912,40.094093,PA,10140
19022,-75.341777,39.863463,PA,3530
19023,-75.265789,39.917134,PA,22360
19025,-75.16267,40.143822,PA,5880
19026,-75.30299,39.949542,PA,31310
19027,-75.127486,40.072441,PA,19600
19029,-75.293041,39.867017,PA,4200
19030,-74.852195,40.174523,PA,13350
19031,-75.210991,40.108638,PA,4540
19032,-75.282607,39.891823,PA,7100
19033,-75.32876,39.89092,PA,7620
19034,-75.202079,40.139266,PA,6290
19035,-75.282382,40.047217,PA,3870
19036,-75.294288,39.904652,PA,13080
19038,-75.168757,40.10313,PA,32600
19040,-75.106647,40.179131,PA,20670
19041,-75.309763,40.010735,PA,6880
19043,-75.308179,39.901164,PA,3130
19044,-75.148568,40.182952,PA,16630
19046,-75.110214,40.096041,PA,18580
19047,-74.913251,40.176852,PA,35870
19050,-75.264582,39.938076,PA,29290
19053,-74.981635,40.153691,PA,27090
19054,-74.821883,40.167671,PA,17590
19055,-74.836723,40.148567,PA,13860
19056,-74.883667,40.149446,PA,15840
19057,-74.861831,40.143907,PA,16480
19060,-75.488704,39.847365,PA,10010
19061,-75.436456,39.831213,PA,19860
19063,-75.40628,39.916735,PA,37640
19064,-75.333678,39.930539,PA,24800
19066,-75.249412,40.002926,PA,6100
19067,-74.829407,40.216054,PA,51440
19070,-75.324072,39.906382,PA,7460
19072,-75.259979,40.017316,PA,9620
19073,-75.417127,39.983547,PA,19240
19074,-75.297255,39.887851,PA,5540
19075,-75.186925,40.113211,PA,7330
19076,-75.307823,39.886167,PA,6520
19078,-75.320572,39.879014,PA,11330
19079,-75.269391,39.903996,PA,9160
19081,-75.347149,39.896888,PA,10380
19082,-75.266824,39.95801,PA,41320
19083,-75.310598,39.977476,PA,36790
19085,-75.345035,40.039365,PA,8450
19086,-75.371839,39.887494,PA,11550
19087,-75.400825,40.059546,PA,33090
19090,-75.121288,40.146823,PA,19340
19094,-75.346123,39.87605,PA,4620
19095,-75.152342,40.086939,PA,7010
19096,-75.27418,39.994211,PA,13410
19102,-75.166225,39.948918,PA,5330
19103,-75.174068,39.95217,PA,23860
19104,-75.201142,39.959163,PA,52920
19106,-75.14756,39.949368,PA,12450
19107,-75.159245,39.950332,PA,15770
19111,-75.080133,40.057441,PA,66250
19112,-75.174262,39.889593,PA,10
19114,-74.999508,40.063483,PA,32100
19115,-75.040245,40.090676,PA,34220
19116,-75.01949,40.117064,PA,34960
19118,-75.205388,40.0738,PA,10420
19119,-75.18665,40.054936,PA,28510
19120,-75.120434,40.03429,PA,69120
19121,-75.172293,39.981567,PA,39240
19122,-75.147212,39.978014,PA,24830
19123,-75.148963,39.96527,PA,16150
19124,-75.089684,40.017834,PA,69800
19125,-75.126149,39.978915,PA,24700
19126,-75.13899,40.055592,PA,16470
19127,-75.223539,40.027435,PA,6710
19128,-75.223348,40.040929,PA,36590
19129,-75.186742,40.012748,PA,12430
19130,-75.173061,39.967781,PA,26450
19131,-75.227453,39.98551,PA,45500
19132,-75.169363,39.995629,PA,37070
19133,-75.141348,39.992747,PA,25980
19134,-75.112948,39.993016,PA,62960
19135,-75.051489,40.025031,PA,33680
19136,-75.02464,40.041116,PA,42520
19137,-75.072669,40.001015,PA,8890
19138,-75.156864,40.057069,PA,32640
19139,-75.230055,39.961458,PA,43260
19140,-75.145007,40.011841,PA,55530
19141,-75.145062,40.037211,PA,32920
19142,-75.233007,39.922545,PA,30230
19143,-75.228254,39.945311,PA,68360
19144,-75.173158,40.034059,PA,45190
19145,-75.180379,39.923797,PA,49430
19146,-75.178852,39.938903,PA,38500
19147,-75.155709,39.936502,PA,39730
19148,-75.159491,39.921292,PA,52030
19149,-75.066251,40.037332,PA,57510
19150,-75.17052,40.072914,PA,24410
19151,-75.252118,39.976193,PA,31180
